userId,regTime,testVariant,primaryAccount,regPage,device,app,browser,browserVersion,screenHeight,screenWidth,authMethod,locationStep,addedCity,locationCountry,addedGuestCount,addedBudget,invitedCollaborator,addedNames,finOnb,searchCTA,venEnq,venSearch,venViews,sessions
492,1.56925E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
493,1.56958E+12,0,TRUE,/,Android,TRUE,Chrome,77,786,393,google.com,completed,0,Wales,TRUE,TRUE,TRUE,TRUE,1,1,4,26,35,4
494,1.56962E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,13,13,3
495,1.56876E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1
496,1.56885E+12,0,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,4,3,1,2
497,1.56892E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,2
498,1.56914E+12,2,TRUE,/,Android,TRUE,Chrome,77,640,360,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,0,0,0,0,2
499,1.56945E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,3,6,2,1
500,1.56968E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,4,5,2,8
501,1.56906E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,1,8,6,3
502,1.56918E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,7
503,1.5694E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
504,1.56943E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
505,1.56967E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,10,44,42,11
506,1.56972E+12,1,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,skipped,0,,TRUE,TRUE,TRUE,TRUE,1,1,0,4,0,1
507,1.56875E+12,0,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,9
508,1.56875E+12,0,TRUE,/,Android,TRUE,Chrome,76,869,412,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
509,1.56901E+12,0,TRUE,/,Android,TRUE,Chrome,76,846,412,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
510,1.56906E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,5,12,19,24
511,1.56914E+12,1,TRUE,/,Android,TRUE,Chrome,76,732,412,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
512,1.56952E+12,2,TRUE,/,Android,TRUE,Chrome,77,768,1024,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,2,1,2
513,1.56953E+12,1,FALSE,/,iPhone,TRUE,Mobile Safari,,896,414,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,5,4,2
514,1.56962E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1112,834,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,2,1,2
515,1.56907E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,12,24,3
516,1.56936E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,3
517,1.56971E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,0,2,1,3
518,1.56988E+12,1,TRUE,/,Android,TRUE,Chrome,77,780,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
519,1.56876E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,completed,0,England,TRUE,FALSE,TRUE,TRUE,1,1,0,17,16,24
520,1.56884E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,1,9,7,2
521,1.56902E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,8,5,4,3
522,1.56906E+12,0,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,0,1
523,1.56916E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,4
524,1.56919E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,2,4,3,2
525,1.56924E+12,1,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,6,3,1,4
526,1.56926E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,2,1
527,1.56935E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,3,5,5
528,1.56943E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
529,1.56944E+12,2,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,0,0,2,1,1
530,1.56911E+12,2,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,18,26,3
531,1.56942E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,21,23,13
532,1.56951E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,3,0,1
533,1.56978E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,2,1,1
534,1.56884E+12,0,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,1
535,1.56933E+12,2,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,26,26,9
536,1.5694E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,2,1,3
537,1.56967E+12,0,TRUE,/,Android,TRUE,Chrome,77,732,412,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,0,4,3,4
538,1.56969E+12,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,2
539,1.56986E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
540,1.56882E+12,1,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,0,England,FALSE,FALSE,TRUE,TRUE,1,1,0,6,7,6
541,1.56891E+12,0,TRUE,/,Android,TRUE,Chrome,77,747,360,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,3,1,1
542,1.56927E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,12,23,4
543,1.56875E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,1,4,1,1
544,1.56919E+12,0,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
545,1.56942E+12,1,TRUE,/,Android,TRUE,Chrome,77,640,360,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
546,1.56964E+12,1,TRUE,/,Android,TRUE,Chrome,77,1280,800,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,2
547,1.56984E+12,1,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,1
548,1.56987E+12,1,TRUE,/home,iPad,TRUE,Mobile Safari,,1024,768,password,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,1,8,6,1
549,1.56935E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
550,1.56988E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,skipped,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
551,1.56875E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,8
552,1.56917E+12,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,5,2,3
553,1.56962E+12,0,TRUE,/,Android,TRUE,Chrome,77,892,412,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,2,0,1
554,1.56966E+12,0,TRUE,/,Android,TRUE,Chrome,77,747,360,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,9,6,16,11
555,1.56893E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
556,1.56916E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,6,15,14,6
557,1.56944E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
558,1.5698E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
559,1.56875E+12,0,TRUE,/,Android,TRUE,Chrome,76,780,360,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,16,16,5
560,1.56918E+12,2,TRUE,/,Android,TRUE,Chrome,76,846,412,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,8,11,5,7
561,1.56936E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,23,24,6
562,1.56941E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,7,8,8,3
563,1.56975E+12,0,TRUE,/,Android,TRUE,Chrome,77,1019,471,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,1
564,1.56915E+12,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,2,1,1
565,1.56917E+12,1,TRUE,/,Android,TRUE,Chrome,76,780,360,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,11,6,3
566,1.56943E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,12,2,0,2
567,1.56983E+12,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,6,4,2
568,1.56888E+12,0,TRUE,/,Android,TRUE,Chrome,77,748,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,3
569,1.56892E+12,1,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
570,1.56919E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1366,1024,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,24,56,59,6
571,1.56961E+12,1,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
572,1.56974E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
573,1.56979E+12,0,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,5,5,1
574,1.56983E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,5,37,35,3
575,1.56988E+12,1,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
576,1.56919E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,20,14,6
577,1.56892E+12,2,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
578,1.56917E+12,2,TRUE,/,Android,TRUE,Chrome,77,869,412,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
579,1.56919E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,23,18,4
580,1.5694E+12,1,TRUE,/,Android,TRUE,Chrome,77,918,424,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
581,1.56945E+12,2,FALSE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,1,35,30,4
582,1.56952E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,6,10,11,3
583,1.56874E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,1,2,3
584,1.56907E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
585,1.56919E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,1
586,1.56936E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,TRUE,TRUE,TRUE,1,1,0,13,15,5
587,1.56979E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,1,0,2,0,1
588,1.56871E+12,1,TRUE,/,Android,TRUE,Chrome,76,676,320,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,3,0,16
589,1.5689E+12,0,TRUE,/,Android,TRUE,Chrome,76,869,412,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,1
590,1.56923E+12,1,TRUE,/,Android,TRUE,Chrome,77,748,360,google.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,4,2,16
591,1.56933E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
592,1.56934E+12,1,TRUE,/,Android,TRUE,Chrome,77,720,360,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,7
593,1.56977E+12,1,TRUE,/,iPad,TRUE,Mobile Safari,,1366,1024,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,0,0,1,1,1,2
594,1.56917E+12,0,TRUE,/,Android,TRUE,Chrome,77,664,320,facebook.com,completed,1,Scotland,TRUE,TRUE,FALSE,TRUE,1,1,0,9,4,2
595,1.56901E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,21,33,6
596,1.56911E+12,0,TRUE,/,Android,TRUE,Chrome,76,918,424,google.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,18,9,1
597,1.56927E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,1,1,1
598,1.56972E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,Lisbon,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
599,1.56875E+12,0,TRUE,/,Android,TRUE,Chrome,77,786,393,password,notSeen,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,2
600,1.569E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
601,1.56917E+12,0,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,completed,1,Scotland,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,1
602,1.56962E+12,0,TRUE,/,Android,TRUE,Chrome,77,892,412,facebook.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,1,1,23,19,1
603,1.56971E+12,1,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
604,1.56971E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,2,1,1
605,1.56885E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,3
606,1.56888E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
607,1.56911E+12,0,TRUE,/,Android,TRUE,Chrome,76,869,412,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,4,6
608,1.56927E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
609,1.56939E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,1,0,4
610,1.56893E+12,2,TRUE,/,Android,TRUE,Chrome,76,846,412,password,completed,0,,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,1
611,1.56917E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,12
612,1.56918E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,2,1,3
613,1.56918E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,1,0,2
614,1.56919E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,England,TRUE,TRUE,FALSE,TRUE,1,1,12,23,29,4
615,1.56933E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,2,4,3,12
616,1.56906E+12,2,TRUE,/,Android,TRUE,Chrome,76,740,360,google.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,1,1,10,4,2
617,1.56925E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,9,6,6
618,1.56936E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,3
619,1.56961E+12,0,TRUE,/,Android,TRUE,Chrome,77,786,393,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,4,20,18,1
620,1.56975E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,2,1,3
621,1.5688E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,0,10,15,10
622,1.56903E+12,0,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
623,1.56909E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,0,2,1,1
624,1.56925E+12,2,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,4,8,4,2
625,1.56954E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,0,1,2
626,1.56971E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
627,1.56881E+12,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,4
628,1.56945E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
629,1.56881E+12,0,TRUE,/,Android,TRUE,Chrome,77,747,360,google.com,completed,0,Scotland,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
630,1.56893E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,5
631,1.56915E+12,0,TRUE,/,Android,TRUE,Chrome,76,732,412,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
632,1.56919E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,1,0,2
633,1.56935E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,6,3,2
634,1.56945E+12,0,TRUE,/,Android,TRUE,Chrome,77,915,412,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,0,2,0,2
635,1.56976E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
636,1.56977E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,5,21,31,3
637,1.56875E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,seen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
638,1.56907E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,2
639,1.56915E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
640,1.56918E+12,0,TRUE,/,Android,TRUE,Chrome,77,640,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,1,0,3
641,1.5695E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,0,5,3,3
642,1.56978E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,4,0,1
643,1.56984E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,1,2,2
644,1.5688E+12,0,TRUE,/,Android,TRUE,Chrome,76,780,360,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,1
645,1.56885E+12,0,TRUE,/,Android,TRUE,Chrome,77,694,320,google.com,completed,1,Scotland,TRUE,TRUE,TRUE,TRUE,1,1,0,3,2,5
646,1.56886E+12,0,TRUE,/,Android,TRUE,Chrome,77,640,360,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,0,0,3,0,11
647,1.56899E+12,0,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,2,0,1
648,1.56907E+12,2,TRUE,/,Android,TRUE,Chrome,76,640,360,facebook.com,completed,1,Wales,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,1
649,1.56915E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,4,6,2
650,1.56919E+12,0,TRUE,/,Android,TRUE,Chrome,76,720,360,google.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,13,11,3
651,1.56934E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,11,10,5
652,1.56962E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,4,0,1
653,1.56965E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,2
654,1.56971E+12,2,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,0,2,0,4
655,1.56971E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,0,27,28,3
656,1.56975E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,1,19,17,2
657,1.56883E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,5,1,13
658,1.569E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,5,68,59,4
