userId,regTime,testVariant,primaryAccount,regPage,device,app,browser,browserVersion,screenHeight,screenWidth,authMethod,locationStep,addedCity,locationCountry,addedGuestCount,addedBudget,invitedCollaborator,addedNames,finOnb,searchCTA,venEnq,venSearch,venViews,sessions
326,1.56875E+12,0,TRUE,/,Android,TRUE,Chrome,76,846,412,google.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,1
327,1.569E+12,2,TRUE,/,Android,TRUE,Chrome,76,780,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
328,1.56925E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
329,1.56943E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,Wales,TRUE,TRUE,FALSE,TRUE,1,1,0,3,2,6
330,1.56953E+12,2,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
331,1.56977E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,1,0,2,1,1
332,1.5688E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,1,0,7
333,1.56919E+12,0,TRUE,/,Android,TRUE,Chrome,77,640,360,facebook.com,completed,0,Northern Ireland,TRUE,FALSE,TRUE,TRUE,1,1,0,6,4,1
334,1.56936E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
335,1.56953E+12,2,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,completed,1,Wales,FALSE,FALSE,TRUE,TRUE,1,1,1,7,6,2
336,1.56977E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,2
337,1.56927E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,1,0,8
338,1.56937E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,1,Scotland,TRUE,TRUE,FALSE,TRUE,1,1,0,6,12,6
339,1.56972E+12,2,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,2,1,3
340,1.56976E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,5
341,1.5689E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,0,1,1,3,4
342,1.56909E+12,1,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,completed,1,Wales,TRUE,TRUE,FALSE,TRUE,1,1,2,2,8,2
343,1.56945E+12,0,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,1,17,13,5
344,1.56977E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,6,5,1
345,1.56979E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,0,4,3,1
346,1.56936E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,2,0,1
347,1.56952E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
348,1.56891E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,8,6,4,10
349,1.56901E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,0,0,0,0,5,3
350,1.5691E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,1,6,6,2
351,1.56967E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,5
352,1.56975E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
353,1.56978E+12,2,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
354,1.56988E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,Wales,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
355,1.56927E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,England,FALSE,FALSE,FALSE,TRUE,1,1,1,15,15,4
356,1.56936E+12,1,TRUE,/,Android,TRUE,Chrome,77,760,360,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,3,2
357,1.56945E+12,1,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,completed,1,Wales,FALSE,TRUE,FALSE,TRUE,1,1,0,2,3,1
358,1.56954E+12,1,FALSE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,2,2,5
359,1.56914E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
360,1.56917E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
361,1.56918E+12,1,TRUE,/,Android,TRUE,Chrome,77,869,412,password,completed,0,England,FALSE,FALSE,FALSE,TRUE,1,1,0,30,28,5
362,1.56945E+12,0,TRUE,/,Android,TRUE,Chrome,77,808,393,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,9,17,6
363,1.56961E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,2,1,1
364,1.56978E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
365,1.56979E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,facebook.com,completed,1,Wales,FALSE,FALSE,FALSE,TRUE,1,1,0,3,0,1
366,1.56928E+12,0,TRUE,/,Android,TRUE,Chrome,76,740,360,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,13,13,1
367,1.56989E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,0,0,4,3,2
368,1.56882E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,17,44,54,11
369,1.56884E+12,1,TRUE,/,iPad,TRUE,Mobile Safari,,1366,1024,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,13,2
370,1.56924E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,18,31,20
371,1.56936E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,2,1,2
372,1.56944E+12,0,TRUE,/,Android,TRUE,Chrome,77,846,412,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,3,4,2
373,1.56977E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,1,0,2
374,1.56914E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
375,1.56884E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,8
376,1.56899E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,3
377,1.56918E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1194,834,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,1,3
378,1.56936E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,England,TRUE,TRUE,TRUE,TRUE,1,1,0,11,25,3
379,1.56942E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,0,Wales,FALSE,TRUE,FALSE,TRUE,1,0,1,3,2,2
380,1.56943E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,5,5,2
381,1.56969E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,21,79,77,8
382,1.56875E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,4,1,5
383,1.56879E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
384,1.56919E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,1,1
385,1.56929E+12,1,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
386,1.56884E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,11,5,17
387,1.5691E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
388,1.5692E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,skipped,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,1,0,1
389,1.56924E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
390,1.56932E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,568,320,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,0,1
391,1.56876E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,7,6,2
392,1.56908E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,2
393,1.56908E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,1,0,2
394,1.56919E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,14,21,1
395,1.56968E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,0,0,7,7,4
396,1.56979E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,1,4,7,3
397,1.56979E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,5
398,1.56893E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
399,1.56932E+12,0,TRUE,/,Android,TRUE,Chrome,77,747,360,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,1,0,5,5,6
400,1.56933E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
401,1.56936E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,Wales,TRUE,TRUE,TRUE,TRUE,1,1,1,4,2,4
402,1.56953E+12,0,TRUE,/,Android,TRUE,Chrome,76,1280,800,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,3
403,1.56977E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,7,8,7
404,1.56876E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,1,0,3,3,2
405,1.56889E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,google.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,2
406,1.56915E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,0,2,1,16
407,1.56951E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
408,1.56875E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
409,1.5688E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,19,80,95,28
410,1.56892E+12,0,TRUE,/,Android,TRUE,Chrome,76,869,412,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,10,9,1
411,1.56917E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,google.com,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,1,0,1,0,1
412,1.56975E+12,2,TRUE,/,Android,TRUE,Chrome,77,786,393,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
413,1.56876E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
414,1.56959E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
415,1.56881E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,1,0,1
416,1.56882E+12,0,TRUE,/,Android,TRUE,Chrome,76,747,360,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,9,4,14
417,1.56918E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,3
418,1.56944E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,0,England,TRUE,TRUE,TRUE,TRUE,1,1,0,26,31,10
419,1.56971E+12,1,TRUE,/,Android,TRUE,Chrome,77,823,412,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
420,1.56985E+12,1,FALSE,/,Android,TRUE,Chrome,77,780,360,password,skipped,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,3
421,1.56988E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,1
422,1.56914E+12,2,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
423,1.56881E+12,0,TRUE,/,Android,TRUE,Chrome,77,640,360,google.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,0,0,11,11,10
424,1.56906E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,3,6,4,3
425,1.56909E+12,0,TRUE,/,Android,TRUE,Chrome,77,720,360,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,1,1,0,4,2,3
426,1.56915E+12,0,TRUE,/,Android,TRUE,Chrome,76,864,432,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,0,0,16,11,28
427,1.56981E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,England,TRUE,TRUE,FALSE,TRUE,1,1,0,20,16,1
428,1.56919E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,google.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,1,4,2
429,1.56979E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,FALSE,TRUE,TRUE,1,0,0,0,0,1
430,1.56897E+12,0,TRUE,/,Android,TRUE,Chrome,77,869,412,facebook.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,0,2,76,72,5
431,1.56916E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,1,3,2,1
432,1.56945E+12,0,TRUE,/,Android,TRUE,Chrome,77,846,412,google.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,12,15,3
433,1.56954E+12,1,TRUE,/,Android,TRUE,Chrome,77,640,360,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,2
434,1.56963E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,1,England,FALSE,FALSE,TRUE,TRUE,1,1,3,18,28,9
435,1.56977E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
436,1.56983E+12,0,TRUE,/,Android,TRUE,Chrome,77,747,360,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
437,1.56884E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,4,2,1
438,1.56911E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
439,1.56917E+12,1,TRUE,/,Android,TRUE,Chrome,77,869,412,password,completed,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
440,1.56926E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
441,1.56941E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,TRUE,FALSE,TRUE,1,1,6,13,19,5
442,1.56975E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,5
443,1.56882E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,2,5,5,2
444,1.56929E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,3
445,1.56935E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,5
446,1.56952E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
447,1.56966E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,FALSE,TRUE,FALSE,TRUE,1,0,0,0,0,1
448,1.5697E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,3
449,1.56979E+12,1,TRUE,/,Android,TRUE,Chrome,77,823,412,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
450,1.56984E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,2
451,1.56876E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
452,1.56917E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,1
453,1.56918E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,5,5,4
454,1.56919E+12,1,TRUE,/,Android,TRUE,Chrome,76,740,360,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,2,2,1
455,1.56941E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,1,0,1
456,1.56979E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
457,1.56893E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,7,17,13,9
458,1.56937E+12,1,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,facebook.com,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,2
459,1.56954E+12,0,FALSE,/,iPhone,TRUE,Mobile Safari,,667,375,password,skipped,0,,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,3
460,1.5697E+12,1,TRUE,/,Android,TRUE,Chrome,77,892,412,facebook.com,notSeen,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1
461,1.56987E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,1,England,TRUE,FALSE,FALSE,TRUE,1,0,6,42,71,3
462,1.56884E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,TRUE,TRUE,TRUE,TRUE,1,1,4,6,5,7
463,1.56876E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,skipped,0,,TRUE,FALSE,FALSE,TRUE,1,0,0,0,0,1
464,1.56915E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,FALSE,FALSE,TRUE,TRUE,1,1,0,6,4,2
465,1.56966E+12,1,TRUE,/,Android,TRUE,Chrome,77,780,360,facebook.com,completed,1,England,FALSE,FALSE,FALSE,TRUE,1,1,6,6,28,6
466,1.56974E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
467,1.56979E+12,0,TRUE,/home,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
468,1.56915E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,2
469,1.56918E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
470,1.56925E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,8
471,1.56934E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,completed,1,Wales,FALSE,FALSE,TRUE,TRUE,1,1,6,92,106,21
472,1.56949E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,896,414,facebook.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,0,4,3,1
473,1.5695E+12,1,TRUE,/,Android,TRUE,Chrome,77,780,360,google.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
474,1.56954E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,0,,FALSE,FALSE,FALSE,TRUE,1,1,0,49,47,3
475,1.56963E+12,0,TRUE,/,Android,TRUE,Chrome,77,846,412,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
476,1.56988E+12,1,TRUE,/,Android,TRUE,Chrome,77,846,412,password,completed,1,England,TRUE,TRUE,FALSE,TRUE,1,1,0,4,1,1
477,1.56881E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,password,completed,1,England,TRUE,FALSE,TRUE,TRUE,1,1,1,5,6,6
478,1.56901E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,facebook.com,completed,0,,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,2
479,1.56926E+12,1,TRUE,/,Android,TRUE,Chrome,77,879,424,google.com,completed,0,,FALSE,TRUE,TRUE,TRUE,1,0,0,0,0,4
480,1.56976E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,812,375,facebook.com,seen,0,,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1
481,1.56919E+12,1,TRUE,/,Android,TRUE,Chrome,76,846,412,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,6
482,1.56925E+12,0,TRUE,/,Android,TRUE,Chrome,77,740,360,facebook.com,completed,0,,TRUE,TRUE,FALSE,TRUE,1,1,0,1,0,1
483,1.56986E+12,1,TRUE,/,Android,TRUE,Chrome,77,760,360,facebook.com,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,1
484,1.5688E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
485,1.56884E+12,1,TRUE,/,Android,TRUE,Chrome,77,740,360,google.com,completed,1,England,FALSE,TRUE,FALSE,TRUE,1,1,12,22,24,10
486,1.5689E+12,2,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,password,completed,0,,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,3
487,1.56893E+12,0,TRUE,/,Android,TRUE,Chrome,77,780,360,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
488,1.56987E+12,1,TRUE,/,iPhone,TRUE,Mobile Safari,,667,375,google.com,completed,1,Sicily,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,2
489,1.56961E+12,0,TRUE,/,iPad,TRUE,Mobile Safari,,1024,768,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
490,1.56892E+12,1,TRUE,/,Android,TRUE,Chrome,77,740,360,password,skipped,0,,FALSE,TRUE,FALSE,TRUE,1,0,1,18,25,5
491,1.5691E+12,0,TRUE,/,iPhone,TRUE,Mobile Safari,,736,414,password,completed,0,,TRUE,TRUE,FALSE,TRUE,1,0,0,0,0,1
